item_id,item_name,item_category_id,brand,pack_size_value,pack_size_uom,pack_count,tier,is_perishable,shelf_life_days,mrp_inr,unit_cost_inr,gst_rate
721,Haldiram Sports 50g x2 (Regular),57,Haldiram,50,g,2,Regular,0,96,308.47,262.58,0.12
722,Everest Gardening 500g x1 (Regular),56,Everest,500,g,1,Regular,0,110,921.18,798.75,0.05
723,Lifebuoy Health 500ml x1 (Regular),36,Lifebuoy,500,ml,1,Regular,0,431,222.88,176.34,0.18
724,Bikaji Spices 2000ml x2 (Economy),7,Bikaji,2000,ml,2,Economy,0,712,600.49,518.99,0.0
725,Kellogg's First Aid 100g x1 (Economy),85,Kellogg's,100,g,1,Economy,0,151,178.79,147.31,0.18
726,Sunfeast Disposable 2000g x5 (Regular),43,Sunfeast,2000,g,5,Regular,0,703,1216.26,1015.39,0.12
727,Lifebuoy Snacks 100ml x1 (Economy),12,Lifebuoy,100,ml,1,Economy,0,568,33.74,29.27,0.05
728,Monster Home Furnishing 500g x2 (Regular),52,Monster,500,g,2,Regular,0,365,800.41,708.16,0.12
729,Sunfeast Gifting Combos 1000ml x4 (Economy),63,Sunfeast,1000,ml,4,Economy,0,288,239.12,197.26,0.12
730,"Amul Sugar, Jaggery 100ml x12 (Regular)",8,Amul,100,ml,12,Regular,0,510,412.42,344.76,0.05
731,Everest Hair Care 100ml x1 (Economy),30,Everest,100,ml,1,Economy,0,626,290.94,264.2,0.05
732,Dettol Value Packs 250g x5 (Regular),89,Dettol,250,g,5,Regular,0,161,4020.02,3684.36,0.18
733,Saffola Stationery 100ml x12 (Economy),44,Saffola,100,ml,12,Economy,0,424,885.53,761.5,0.12
734,Appy Electronics Accessories 750ml x4 (Regular),65,Appy,750,ml,4,Regular,0,658,895.55,802.29,0.18
735,Kissan Packaged Foods 200ml x3 (Regular),10,Kissan,200,ml,3,Regular,0,608,39.42,32.13,0.05
736,Fortune Health Drinks 250g x4 (Premium),18,Fortune,250,g,4,Premium,0,600,239.57,203.93,0.05
737,Tata Category 92 2000g x3 (Regular),92,Tata,2000,g,3,Regular,0,546,1230.69,1130.11,0.18
738,Everest Edible Oils 2000g x5 (Regular),6,Everest,2000,g,5,Regular,0,264,787.36,622.01,0.05
739,Harpic Sanitary 50ml x3 (Regular),80,Harpic,50,ml,3,Regular,0,498,1085.31,855.62,0.18
740,Paper Boat Staples 750ml x1 (Economy),4,Paper Boat,750,ml,1,Economy,0,405,259.32,221.84,0.05
741,Colgate Toys 50ml x2 (Economy),45,Colgate,50,ml,2,Economy,0,610,354.71,281.91,0.18
742,Coca-Cola Fresh Produce 100ml x1 (Economy),1,Coca-Cola,100,ml,1,Economy,1,14,123.04,104.16,0.05
743,Bikaji Home Décor 1000g x10 (Economy),81,Bikaji,1000,g,10,Economy,0,253,4429.89,3485.05,0.18
744,Dettol Laundry Detergent 50ml x1 (Regular),39,Dettol,50,ml,1,Regular,0,251,251.26,213.91,0.12
745,Tata Laundry Detergent 1000ml x4 (Economy),39,Tata,1000,ml,4,Economy,0,277,479.78,406.34,0.18
746,Parle Water 1000g x3 (Economy),27,Parle,1000,g,3,Economy,0,303,452.67,371.57,0.0
747,ITC Cleaning Tools 200ml x4 (Regular),55,ITC,200,ml,4,Regular,0,120,229.01,201.87,0.18
748,Haldiram Home Furnishing 1000g x5 (Premium),52,Haldiram,1000,g,5,Premium,0,708,1505.05,1337.46,0.05
749,Tata Toys 50g x1 (Regular),45,Tata,50,g,1,Regular,0,530,388.81,336.19,0.12
750,Britannia Men's Grooming 200g x10 (Regular),33,Britannia,200,g,10,Regular,0,452,487.91,408.56,0.12
751,Surf Excel Biscuits 200ml x3 (Regular),13,Surf Excel,200,ml,3,Regular,0,331,414.28,348.67,0.0
752,Lifebuoy Disposable 2000g x1 (Regular),43,Lifebuoy,2000,g,1,Regular,0,217,905.5,778.7,0.18
753,Paper Boat Kids Snacks 1000g x5 (Economy),87,Paper Boat,1000,g,5,Economy,0,498,3489.28,2859.98,0.18
754,Kissan Breakfast Cereals 2000ml x6 (Economy),20,Kissan,2000,ml,6,Economy,0,427,240.03,215.67,0.05
755,Tropicana Men's Grooming 500ml x12 (Economy),33,Tropicana,500,ml,12,Economy,0,480,603.98,507.61,0.05
756,Ariel Staples 500g x6 (Premium),4,Ariel,500,g,6,Premium,0,244,436.24,388.84,0.05
757,ITC Edible Oils 250g x2 (Regular),6,ITC,250,g,2,Regular,0,189,406.71,318.46,0.05
758,Patanjali Biscuits 250ml x2 (Premium),13,Patanjali,250,ml,2,Premium,0,486,483.55,407.28,0.0
759,Aashirvaad Home Appliances 2000g x1 (Economy),48,Aashirvaad,2000,g,1,Economy,0,348,1173.51,966.41,0.18
760,Saffola Baby Food 100ml x1 (Regular),19,Saffola,100,ml,1,Regular,0,564,37.13,29.65,0.0
761,Himalaya Value Packs 500ml x24 (Regular),89,Himalaya,500,ml,24,Regular,0,237,6527.62,5122.02,0.12
762,Patanjali Oral Care 1000g x1 (Economy),29,Patanjali,1000,g,1,Economy,0,242,65.75,53.58,0.0
763,Bikaji Electricals 250g x2 (Regular),47,Bikaji,250,g,2,Regular,0,236,178.78,149.44,0.18
764,Colgate Kitchen Essentials 100g x1 (Economy),42,Colgate,100,g,1,Economy,0,535,47.44,37.15,0.12
765,Parle Health 1000ml x3 (Economy),36,Parle,1000,ml,3,Economy,0,583,251.53,207.02,0.12
766,MDH Personal Care 500ml x1 (Premium),28,MDH,500,ml,1,Premium,0,702,407.1,333.91,0.0
767,Everest Bath 50g x4 (Regular),32,Everest,50,g,4,Regular,0,639,252.2,206.79,0.18
768,Surf Excel Category 99 200ml x4 (Economy),99,Surf Excel,200,ml,4,Economy,0,407,1967.09,1570.68,0.18
769,Sunfeast Edible Oils 100g x10 (Premium),6,Sunfeast,100,g,10,Premium,0,448,492.66,395.37,0.0
770,Britannia Category 93 1000g x5 (Economy),93,Britannia,1000,g,5,Economy,0,343,1565.55,1289.5,0.18
771,Lizol Meat 250ml x1 (Economy),17,Lizol,250,ml,1,Economy,1,7,112.34,99.01,0.0
772,Colgate Mobile Accessories 200g x24 (Premium),66,Colgate,200,g,24,Premium,0,389,1009.91,857.24,0.05
773,Himalaya Frozen Foods 200g x24 (Economy),16,Himalaya,200,g,24,Economy,1,28,305.02,265.89,0.05
774,Monster Water 200ml x5 (Economy),27,Monster,200,ml,5,Economy,0,199,283.69,240.47,0.05
775,Colgate Gardening 500g x10 (Premium),56,Colgate,500,g,10,Premium,0,501,1623.66,1298.86,0.12
776,Monster First Aid 100g x1 (Economy),85,Monster,100,g,1,Economy,0,557,185.09,159.33,0.28
777,Fortune Skin Care 2000ml x1 (Economy),31,Fortune,2000,ml,1,Economy,0,557,270.92,239.72,0.18
778,Bikaji Pet Care 200g x12 (Economy),46,Bikaji,200,g,12,Economy,0,211,744.38,660.13,0.12
779,Appy Dry Fruits 250ml x1 (Regular),24,Appy,250,ml,1,Regular,0,317,204.5,175.68,0.0
780,Lifebuoy Chocolates 750ml x10 (Regular),14,Lifebuoy,750,ml,10,Regular,0,680,339.96,278.36,0.05
781,Pears Pet Food Premium 50ml x2 (Regular),88,Pears,50,ml,2,Regular,0,411,410.53,320.72,0.18
782,Everest Kids Snacks 200ml x2 (Economy),87,Everest,200,ml,2,Economy,0,224,1949.49,1772.47,0.12
783,Lifebuoy Category 95 500ml x2 (Economy),95,Lifebuoy,500,ml,2,Economy,0,203,1560.45,1433.74,0.12
784,MDH Category 95 200ml x1 (Regular),95,MDH,200,ml,1,Regular,0,203,1540.86,1284.77,0.18
785,Dettol Home Décor 100ml x24 (Economy),81,Dettol,100,ml,24,Economy,0,500,2965.72,2703.63,0.12
786,Lizol Kitchen Essentials 500ml x24 (Regular),42,Lizol,500,ml,24,Regular,0,186,116.94,102.89,0.12
787,Bikaji Noodles 2000ml x3 (Regular),21,Bikaji,2000,ml,3,Regular,0,168,296.77,259.45,0.0
788,Red Bull Water 100ml x2 (Regular),27,Red Bull,100,ml,2,Regular,0,556,259.84,212.93,0.05
789,Amul Breakfast Cereals 500g x10 (Economy),20,Amul,500,g,10,Economy,0,523,168.43,154.29,0.0
790,"Dove Sauces, Ketchup 250g x3 (Premium)",22,Dove,250,g,3,Premium,0,411,292.58,228.83,0.05
791,Red Bull Gifting Combos 750g x5 (Economy),63,Red Bull,750,g,5,Economy,0,486,237.59,210.0,0.05
792,Colgate Kids Snacks 1000g x5 (Economy),87,Colgate,1000,g,5,Economy,0,337,3197.03,2615.74,0.12
793,Coca-Cola Kitchen Essentials 500g x1 (Economy),42,Coca-Cola,500,g,1,Economy,0,625,62.17,52.46,0.18
794,Lifebuoy Sports 50g x10 (Regular),57,Lifebuoy,50,g,10,Regular,0,101,431.68,393.14,0.05
795,ITC Baby Food 1000ml x3 (Premium),19,ITC,1000,ml,3,Premium,0,553,101.61,88.3,0.05
796,Dove Sanitary 750g x10 (Regular),80,Dove,750,g,10,Regular,0,382,1696.07,1523.04,0.28
797,MDH Laundry Detergent 100g x12 (Regular),39,MDH,100,g,12,Regular,0,711,375.16,298.42,0.05
798,Pepsi Storage 750ml x2 (Regular),51,Pepsi,750,ml,2,Regular,0,687,95.94,84.4,0.12
799,Colgate Energy Drinks 250g x12 (Regular),75,Colgate,250,g,12,Regular,0,370,3767.63,3103.93,0.12
800,"Kellogg's Sauces, Ketchup 100g x2 (Regular)",22,Kellogg's,100,g,2,Regular,0,201,158.48,137.67,0.0
801,Fortune Biscuits 250g x1 (Regular),13,Fortune,250,g,1,Regular,0,514,319.03,286.15,0.0
802,Lifebuoy Air Fresheners 2000ml x1 (Regular),41,Lifebuoy,2000,ml,1,Regular,0,135,1122.41,948.09,0.05
803,MDH Automotive 200ml x5 (Regular),69,MDH,200,ml,5,Regular,0,165,620.22,535.01,0.05
804,Saffola International Foods 200ml x5 (Regular),74,Saffola,200,ml,5,Regular,0,706,1756.98,1467.51,0.18
805,Fortune Staples 50g x1 (Regular),4,Fortune,50,g,1,Regular,0,561,195.07,171.59,0.05
806,Patanjali Mobile Accessories 500ml x24 (Regular),66,Patanjali,500,ml,24,Regular,0,278,998.43,790.56,0.05
807,Coca-Cola Baby Food 200ml x1 (Economy),19,Coca-Cola,200,ml,1,Economy,0,710,44.33,35.97,0.05
808,Nivea Spices 50ml x6 (Regular),7,Nivea,50,ml,6,Regular,0,716,374.02,333.95,0.0
809,Paper Boat Breakfast Cereals 500ml x5 (Regular),20,Paper Boat,500,ml,5,Regular,0,699,168.87,145.71,0.0
810,"Nestlé Sugar, Jaggery 500g x1 (Regular)",8,Nestlé,500,g,1,Regular,0,707,323.27,285.59,0.05
811,Parle Soft Drinks 250ml x1 (Regular),26,Parle,250,ml,1,Regular,0,683,74.49,59.57,0.05
812,Amul Baby Care 200g x6 (Premium),35,Amul,200,g,6,Premium,0,158,543.23,456.19,0.12
813,Monster Masks 1000g x3 (Regular),84,Monster,1000,g,3,Regular,0,452,4535.74,3810.08,0.18
814,Aashirvaad Cosmetics 200ml x2 (Regular),77,Aashirvaad,200,ml,2,Regular,0,438,2072.48,1654.13,0.28
815,Himalaya Seasonal Specials 750ml x1 (Regular),61,Himalaya,750,ml,1,Regular,0,588,429.23,346.88,0.05
816,Paper Boat Spices 750g x3 (Economy),7,Paper Boat,750,g,3,Economy,0,90,549.69,481.78,0.05
817,Harpic Bath 2000g x5 (Regular),32,Harpic,2000,g,5,Regular,0,276,451.77,413.57,0.12
818,Haldiram Pickles 200ml x3 (Regular),23,Haldiram,200,ml,3,Regular,0,709,306.91,244.9,0.05
819,Red Bull Category 95 500g x5 (Economy),95,Red Bull,500,g,5,Economy,0,441,1798.36,1443.64,0.18
820,Lizol Pooja Items 1000g x12 (Regular),83,Lizol,1000,g,12,Regular,0,347,2433.51,2233.77,0.18
821,Nivea Pooja Items 1000ml x2 (Premium),83,Nivea,1000,ml,2,Premium,0,377,2127.06,1903.61,0.18
822,Tata Books 200ml x1 (Economy),72,Tata,200,ml,1,Economy,0,417,661.6,574.2,0.18
823,Appy Seasonal Specials 100ml x6 (Regular),61,Appy,100,ml,6,Regular,0,500,391.01,310.93,0.18
824,Nestlé Gardening 250ml x1 (Regular),56,Nestlé,250,ml,1,Regular,0,164,757.54,655.54,0.05
825,Tata Laundry Detergent 50g x24 (Regular),39,Tata,50,g,24,Regular,0,654,437.72,373.97,0.05
826,Harpic Stationery 100g x3 (Premium),44,Harpic,100,g,3,Premium,0,698,862.68,781.35,0.05
827,Kissan Baby Care 100g x10 (Regular),35,Kissan,100,g,10,Regular,0,563,364.72,317.0,0.18
828,Dettol OTC Medicines 200ml x2 (Economy),37,Dettol,200,ml,2,Economy,0,447,854.34,738.4,0.18
829,Dabur Ready-to-Eat 200g x1 (Premium),11,Dabur,200,g,1,Premium,0,501,79.2,62.55,0.05
830,Colgate Frozen Foods 50ml x12 (Regular),16,Colgate,50,ml,12,Regular,1,17,308.58,256.7,0.05
831,Britannia Frozen Foods 50g x5 (Regular),16,Britannia,50,g,5,Regular,1,20,286.22,260.63,0.05
832,Coca-Cola Dry Fruits 200g x1 (Regular),24,Coca-Cola,200,g,1,Regular,0,526,182.06,154.38,0.05
833,MDH Men's Grooming 1000ml x5 (Regular),33,MDH,1000,ml,5,Regular,0,433,624.77,565.44,0.12
834,Pears Bath 100ml x24 (Regular),32,Pears,100,ml,24,Regular,0,288,352.13,283.56,0.18
835,Patanjali Pooja Items 100g x1 (Economy),83,Patanjali,100,g,1,Economy,0,123,833.44,672.74,0.12
836,Lifebuoy Ready-to-Eat 500g x1 (Economy),11,Lifebuoy,500,g,1,Economy,0,697,81.26,65.55,0.05
837,Harpic Skin Care 2000ml x24 (Regular),31,Harpic,2000,ml,24,Regular,0,505,597.48,527.28,0.18
838,Surf Excel Meat 500ml x2 (Regular),17,Surf Excel,500,ml,2,Regular,1,20,168.42,151.47,0.05
839,Saffola Category 93 250g x1 (Premium),93,Saffola,250,g,1,Premium,0,251,891.0,812.66,0.28
840,Amul OTC Medicines 1000ml x5 (Economy),37,Amul,1000,ml,5,Economy,0,701,1578.44,1302.13,0.12
841,Dettol Toys 2000g x4 (Regular),45,Dettol,2000,g,4,Regular,0,508,1152.02,915.76,0.05
842,Lifebuoy Category 92 250g x1 (Regular),92,Lifebuoy,250,g,1,Regular,0,136,751.83,671.37,0.28
843,Everest Bath Linen 200ml x24 (Economy),54,Everest,200,ml,24,Economy,0,474,1004.74,883.78,0.18
844,Parle OTC Medicines 50g x1 (Economy),37,Parle,50,g,1,Economy,0,238,533.13,476.34,0.05
845,Amul Baking Supplies 500ml x10 (Regular),25,Amul,500,ml,10,Regular,0,584,210.94,178.86,0.05
846,Monster Gifting Combos 50g x1 (Regular),63,Monster,50,g,1,Regular,0,377,137.81,112.97,0.12
847,Ariel Oral Care 500ml x1 (Regular),29,Ariel,500,ml,1,Regular,0,355,59.86,52.52,0.05
848,Tata Seasonal Specials 100g x3 (Economy),61,Tata,100,g,3,Economy,0,231,294.12,237.88,0.18
849,Surf Excel Chocolates 250ml x6 (Regular),14,Surf Excel,250,ml,6,Regular,0,244,302.4,275.48,0.05
850,ITC Dairy 750g x1 (Economy),2,ITC,750,g,1,Economy,1,12,202.32,163.67,0.0
851,"Coca-Cola Sauces, Ketchup 500ml x24 (Regular)",22,Coca-Cola,500,ml,24,Regular,0,648,368.65,332.06,0.05
852,Tropicana Sports 200ml x10 (Regular),57,Tropicana,200,ml,10,Regular,0,514,475.09,407.96,0.05
853,Dettol Category 99 250ml x4 (Regular),99,Dettol,250,ml,4,Regular,0,471,2165.02,1764.9,0.12
854,Tata Chocolates 200g x24 (Regular),14,Tata,200,g,24,Regular,0,649,308.85,260.92,0.05
855,Sunfeast Lighting 100g x2 (Economy),68,Sunfeast,100,g,2,Economy,0,505,655.07,516.88,0.12
856,Dettol Toys 100ml x10 (Regular),45,Dettol,100,ml,10,Regular,0,523,549.5,496.1,0.18
857,Tropicana Women's Hygiene 2000ml x3 (Regular),34,Tropicana,2000,ml,3,Regular,0,148,1527.12,1230.92,0.18
858,Tata Pooja Items 250ml x10 (Regular),83,Tata,250,ml,10,Regular,0,106,1759.28,1546.29,0.12
859,Himalaya Air Fresheners 50ml x5 (Economy),41,Himalaya,50,ml,5,Economy,0,514,853.08,707.0,0.05
860,Bikaji Air Fresheners 250g x1 (Regular),41,Bikaji,250,g,1,Regular,0,284,683.16,610.74,0.05
861,Pears Bakery 200g x2 (Premium),3,Pears,200,g,2,Premium,1,9,441.86,393.78,0.05
862,Nivea Electricals 2000g x5 (Economy),47,Nivea,2000,g,5,Economy,0,529,362.03,325.63,0.12
863,Saffola School Essentials 50g x1 (Regular),64,Saffola,50,g,1,Regular,0,656,67.17,53.49,0.12
864,Maggi Stationery 250g x3 (Economy),44,Maggi,250,g,3,Economy,0,593,762.23,661.62,0.05
865,Amul Batteries 750g x1 (Economy),67,Amul,750,g,1,Economy,0,586,733.89,662.64,0.05
866,DMart Stationery 50g x3 (Premium),44,DMart,50,g,3,Premium,0,397,790.09,642.01,0.12
867,Nestlé Cleaning Tools 500g x1 (Regular),55,Nestlé,500,g,1,Regular,0,416,219.87,184.63,0.12
868,Nestlé Baby Food 100g x1 (Regular),19,Nestlé,100,g,1,Regular,0,297,40.69,32.43,0.0
869,Paper Boat Packaged Foods 750ml x1 (Regular),10,Paper Boat,750,ml,1,Regular,0,416,57.42,51.36,0.0
870,Haldiram Kitchen Essentials 500ml x4 (Economy),42,Haldiram,500,ml,4,Economy,0,488,74.72,67.47,0.18
871,Sunfeast Footwear 2000ml x1 (Premium),59,Sunfeast,2000,ml,1,Premium,0,679,1179.96,1046.45,0.12
872,Aashirvaad Dishwash 1000g x24 (Regular),40,Aashirvaad,1000,g,24,Regular,0,473,271.8,215.64,0.18
873,Aashirvaad Snacks 200g x2 (Regular),12,Aashirvaad,200,g,2,Regular,0,362,51.94,46.77,0.05
874,Bikaji Batteries 100ml x3 (Economy),67,Bikaji,100,ml,3,Economy,0,491,557.63,502.43,0.05
875,Kissan Snacks 250g x1 (Regular),12,Kissan,250,g,1,Regular,0,318,48.39,37.77,0.0
876,Catch Oral Care 50g x24 (Premium),29,Catch,50,g,24,Premium,0,376,97.85,87.49,0.05
877,Britannia Energy Drinks 750g x1 (Regular),75,Britannia,750,g,1,Regular,0,362,3120.42,2526.52,0.18
878,Sunfeast Chocolates 750ml x6 (Regular),14,Sunfeast,750,ml,6,Regular,0,542,384.07,304.42,0.05
879,Everest Noodles 250ml x1 (Economy),21,Everest,250,ml,1,Economy,0,245,104.82,86.67,0.0
880,Paper Boat Category 91 2000g x3 (Regular),91,Paper Boat,2000,g,3,Regular,0,650,4578.57,3997.57,0.28
881,Kellogg's Health 50g x1 (Economy),36,Kellogg's,50,g,1,Economy,0,585,121.35,107.18,0.18
882,Red Bull Health Drinks 50ml x2 (Regular),18,Red Bull,50,ml,2,Regular,0,481,134.15,109.47,0.0
883,Aashirvaad Fresh Produce 2000ml x6 (Regular),1,Aashirvaad,2000,ml,6,Regular,1,23,384.27,323.5,0.0
884,Tata OTC Medicines 1000g x2 (Economy),37,Tata,1000,g,2,Economy,0,368,1332.37,1148.89,0.05
885,Haldiram Protein 750g x1 (Economy),76,Haldiram,750,g,1,Economy,0,649,261.65,230.64,0.18
886,Pears Meat 1000ml x12 (Economy),17,Pears,1000,ml,12,Economy,1,20,268.37,216.29,0.05
887,Pepsi Pet Care 200g x1 (Premium),46,Pepsi,200,g,1,Premium,0,386,554.14,448.99,0.18
888,Nivea Bakery 200ml x3 (Regular),3,Nivea,200,ml,3,Regular,1,28,395.83,339.97,0.05
889,Dettol Fresh Produce 2000ml x5 (Regular),1,Dettol,2000,ml,5,Regular,1,17,364.61,308.12,0.0
890,Surf Excel Air Fresheners 500g x2 (Economy),41,Surf Excel,500,g,2,Economy,0,180,943.94,855.54,0.12
891,"Maggi Sugar, Jaggery 1000ml x3 (Economy)",8,Maggi,1000,ml,3,Economy,0,205,414.14,358.76,0.0
892,Harpic Category 95 200g x10 (Regular),95,Harpic,200,g,10,Regular,0,392,2282.88,2077.05,0.18
893,Dettol Kitchen Appliances 100g x3 (Regular),49,Dettol,100,g,3,Regular,0,618,253.01,202.26,0.18
894,Dove Health 200ml x2 (Regular),36,Dove,200,ml,2,Regular,0,691,178.67,143.16,0.18
895,ITC Skin Care 750g x4 (Economy),31,ITC,750,g,4,Economy,0,653,284.2,256.05,0.18
896,Red Bull Spices 250g x2 (Regular),7,Red Bull,250,g,2,Regular,0,529,402.21,355.0,0.05
897,Nestlé Sports 750g x4 (Regular),57,Nestlé,750,g,4,Regular,0,310,560.18,499.26,0.05
898,Catch Category 93 2000ml x1 (Premium),93,Catch,2000,ml,1,Premium,0,127,1450.46,1253.91,0.18
899,Paper Boat Air Fresheners 200ml x4 (Regular),41,Paper Boat,200,ml,4,Regular,0,404,806.49,668.4,0.05
900,Lizol Kitchen Essentials 1000g x5 (Regular),42,Lizol,1000,g,5,Regular,0,468,94.99,78.03,0.12
901,Bikaji Biscuits 250g x10 (Regular),13,Bikaji,250,g,10,Regular,0,401,505.71,446.29,0.0
902,Dettol Chocolates 750g x2 (Economy),14,Dettol,750,g,2,Economy,0,209,247.56,218.1,0.0
903,Paper Boat Dairy 50g x1 (Regular),2,Paper Boat,50,g,1,Regular,1,23,140.58,116.29,0.0
904,Everest Gardening 50g x3 (Premium),56,Everest,50,g,3,Premium,0,124,984.77,830.05,0.12
905,Aashirvaad Electronics Accessories 2000ml x1 (Economy),65,Aashirvaad,2000,ml,1,Economy,0,678,868.39,680.46,0.12
906,Dove Pet Care 250g x1 (Economy),46,Dove,250,g,1,Economy,0,567,457.52,375.21,0.18
907,Fortune Edible Oils 750g x3 (Economy),6,Fortune,750,g,3,Economy,0,614,405.55,360.47,0.0
908,Kellogg's Edible Oils 200ml x1 (Regular),6,Kellogg's,200,ml,1,Regular,0,680,351.74,309.59,0.05
909,Patanjali Pickles 250g x2 (Economy),23,Patanjali,250,g,2,Economy,0,703,249.69,206.66,0.05
910,Dove Home Furnishing 50g x2 (Economy),52,Dove,50,g,2,Economy,0,353,554.79,456.68,0.18
911,Tropicana Lighting 750ml x1 (Regular),68,Tropicana,750,ml,1,Regular,0,611,1250.01,1045.18,0.12
912,Nivea Cookware 2000g x3 (Regular),50,Nivea,2000,g,3,Regular,0,706,303.03,273.93,0.05
913,Maggi Edible Oils 1000g x10 (Economy),6,Maggi,1000,g,10,Economy,0,365,618.26,525.42,0.0
914,Tropicana Oral Care 2000g x1 (Premium),29,Tropicana,2000,g,1,Premium,0,407,88.73,70.77,0.05
915,"Harpic Sugar, Jaggery 2000g x24 (Premium)",8,Harpic,2000,g,24,Premium,0,283,988.1,781.97,0.05
916,Dove Water 200ml x2 (Economy),27,Dove,200,ml,2,Economy,0,444,247.83,205.98,0.0
917,Appy Sanitary 2000g x12 (Regular),80,Appy,2000,g,12,Regular,0,522,2399.46,2081.33,0.18
918,Pepsi Hardware 250ml x1 (Regular),70,Pepsi,250,ml,1,Regular,0,643,623.33,514.75,0.05
919,Tata Home Appliances 500g x24 (Regular),48,Tata,500,g,24,Regular,0,540,1504.65,1215.64,0.05
920,Amul Chocolates 500ml x3 (Regular),14,Amul,500,ml,3,Regular,0,597,302.53,241.84,0.05
921,Pepsi Spices 50ml x1 (Premium),7,Pepsi,50,ml,1,Premium,0,275,327.81,277.34,0.0
922,Aashirvaad Organic 100ml x1 (Economy),73,Aashirvaad,100,ml,1,Economy,0,507,263.01,237.23,0.18
923,Kellogg's Health 750ml x3 (Regular),36,Kellogg's,750,ml,3,Regular,0,381,314.15,250.8,0.12
924,Pepsi Edible Oils 1000g x5 (Premium),6,Pepsi,1000,g,5,Premium,0,226,852.77,687.37,0.05
925,DMart Cosmetics 100ml x3 (Economy),77,DMart,100,ml,3,Economy,0,191,1913.81,1554.04,0.18
926,ITC Dishwash 500g x2 (Regular),40,ITC,500,g,2,Regular,0,586,166.97,134.35,0.18
927,Aashirvaad Kids Snacks 500g x3 (Economy),87,Aashirvaad,500,g,3,Economy,0,638,2771.44,2509.57,0.18
928,Dettol Bakery 200ml x2 (Economy),3,Dettol,200,ml,2,Economy,1,12,327.83,257.33,0.05
929,Kissan Frozen Foods 50g x10 (Regular),16,Kissan,50,g,10,Regular,1,20,294.6,245.53,0.05
930,Haldiram Pickles 750g x12 (Economy),23,Haldiram,750,g,12,Economy,0,221,440.06,346.79,0.0
931,"Sunfeast Sugar, Jaggery 500g x6 (Regular)",8,Sunfeast,500,g,6,Regular,0,600,470.66,376.16,0.05
932,Colgate Snacks 100ml x2 (Economy),12,Colgate,100,ml,2,Economy,0,697,38.26,34.01,0.0
933,Pears Air Fresheners 200ml x3 (Regular),41,Pears,200,ml,3,Regular,0,675,850.86,758.25,0.18
934,"Maggi Sauces, Ketchup 250ml x3 (Premium)",22,Maggi,250,ml,3,Premium,0,630,269.84,243.77,0.0
935,Pepsi Men's Grooming 50g x2 (Regular),33,Pepsi,50,g,2,Regular,0,101,333.65,268.45,0.05
936,"Catch Sugar, Jaggery 250g x2 (Regular)",8,Catch,250,g,2,Regular,0,444,367.66,332.5,0.0
937,Lifebuoy Category 93 750ml x2 (Regular),93,Lifebuoy,750,ml,2,Regular,0,507,1179.77,932.91,0.12
938,Fortune Home Care 1000ml x24 (Regular),38,Fortune,1000,ml,24,Regular,0,105,716.88,621.26,0.18
939,Dabur Pickles 250ml x1 (Economy),23,Dabur,250,ml,1,Economy,0,227,214.95,191.82,0.05
940,Nestlé OTC Medicines 50ml x3 (Regular),37,Nestlé,50,ml,3,Regular,0,223,947.61,748.66,0.05
941,Pepsi Bedding 250ml x12 (Regular),53,Pepsi,250,ml,12,Regular,0,409,259.3,214.44,0.18
942,Kellogg's Skin Care 1000ml x1 (Economy),31,Kellogg's,1000,ml,1,Economy,0,462,246.12,204.23,0.18
943,Saffola Laundry Detergent 2000g x2 (Regular),39,Saffola,2000,g,2,Regular,0,369,645.88,529.01,0.05
944,Surf Excel OTC Medicines 1000g x12 (Regular),37,Surf Excel,1000,g,12,Regular,0,291,1925.38,1645.09,0.12
945,Dettol Storage 100ml x24 (Premium),51,Dettol,100,ml,24,Premium,0,616,104.94,90.71,0.18
946,Saffola Baby Food 250g x2 (Economy),19,Saffola,250,g,2,Economy,0,579,55.61,47.85,0.0
947,ITC Gifting Combos 2000ml x10 (Regular),63,ITC,2000,ml,10,Regular,0,319,381.28,323.51,0.12
948,Sunfeast Skin Care 750g x1 (Premium),31,Sunfeast,750,g,1,Premium,0,361,282.94,235.71,0.05
949,Maggi International Foods 250g x3 (Premium),74,Maggi,250,g,3,Premium,0,541,1744.99,1507.31,0.12
950,Kellogg's Baking Supplies 100g x3 (Economy),25,Kellogg's,100,g,3,Economy,0,698,131.32,116.03,0.05
951,Everest Biscuits 500ml x5 (Regular),13,Everest,500,ml,5,Regular,0,704,549.43,439.42,0.0
952,Himalaya Baby Food 500ml x1 (Regular),19,Himalaya,500,ml,1,Regular,0,186,64.35,55.59,0.05
953,MDH Edible Oils 100ml x6 (Economy),6,MDH,100,ml,6,Economy,0,539,357.18,288.46,0.0
954,Coca-Cola Cookware 2000ml x3 (Regular),50,Coca-Cola,2000,ml,3,Regular,0,375,379.31,301.55,0.05
955,Nivea Frozen Foods 750g x3 (Economy),16,Nivea,750,g,3,Economy,1,8,361.91,304.62,0.05
956,Nestlé Personal Care 1000ml x1 (Regular),28,Nestlé,1000,ml,1,Regular,0,509,333.52,279.26,0.0
957,Himalaya Breakfast Cereals 250g x1 (Economy),20,Himalaya,250,g,1,Economy,0,718,86.79,74.27,0.0
958,Bikaji Health Drinks 250ml x1 (Regular),18,Bikaji,250,ml,1,Regular,0,303,150.59,123.8,0.0
